"cod_cliente","edad_cliente","margen_beneficio","sdo_financiacion","sdo_inversion","sdo_inversion_fuera_bal","sdo_inversion_no_T1","sdo_financiacion_no_T1","imp_domiciliaciones_cargo","imp_cuota_pres_hip","imp_tarj_credito","imp_tarj_debito","imp_domiciliaciones_nom","imp_domiciliaciones_pen","imp_domiciliaciones_desem","sdo_imposiciones_plazo","sdo_fondos_inversion","sdo_plan_pensiones","sdo_seguros_ahorro","sdo_cta_vivienda","sdo_descubierto","sdo_cta_vista","sdo_avales","sdo_pres_hipotecarios","sdo_pres_personales","sdo_valores","imp_movimientos_cargo","imp_movimientos_abono","num_movimientos_cargo","num_movimientos_abono","num_accesos_banca_elec","flag"
"Client35551",49,194.92,171294.05,5161.72,4876.18,5161.72,171294.05,784.13,1607.97,1010.4,0.0,868.31,0.0,0.0,0.0,0.0,4767.35,0.0,0.0,0.0,5161.72,0.0,171235.65,0.0,0.0,-1183.68,3.21,17,3,0,"S"
"Client35581",61,37.78,0.0,50756.94,0.0,50756.94,0.0,515.77,0.0,0.0,0.0,0.0,0.0,0.0,30002.0,0.0,0.0,0.0,0.0,0.0,20756.94,0.0,0.0,0.0,0.0,-628.34,1367.15,10,4,0,"N"
"Client35609",42,6.17,31506.61,477.57,82.97,477.57,31506.61,358.75,284.16,0.0,0.0,1365.11,0.0,0.0,0.0,0.0,85.41,0.0,0.0,0.0,477.57,0.0,29828.06,1680.55,0.0,-429.13,1365.11,6,3,0,"N"
"Client35906",50,75.0,60974.35,172.04,16158.2,172.04,60974.35,2027.79,440.76,0.0,0.0,814.86,0.0,0.0,0.0,0.0,16086.43,0.0,0.0,0.0,172.04,0.0,60974.35,0.0,0.0,-19353.15,17497.31,58,17,0,"S"
"Client36037",68,8.49,0.0,5030.83,0.0,5030.83,0.0,577.09,0.0,0.0,102.95,0.0,775.26,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5030.83,0.0,0.0,0.0,0.0,-246.86,163.36,9,4,0,"N"
"Client36120",37,-29.9,54556.58,2141.46,0.0,2141.46,54556.58,1040.57,530.89,0.0,723.21,2128.99,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2141.46,0.0,54556.58,0.0,0.0,-2197.0,2171.78,27,5,12,"S"
"Client36137",56,9.05,0.0,8269.63,0.0,8269.63,0.0,12.0,0.0,0.0,0.0,1071.66,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8269.63,0.0,0.0,0.0,0.0,-8.0,1071.66,3,3,0,"N"
"Client36239",51,-66.27,111670.87,2231.15,0.0,2231.15,111670.87,382.99,1204.01,806.89,0.0,0.0,0.0,0.0,13.9,0.0,0.0,0.0,13.9,0.0,2219.25,0.0,110652.75,0.0,0.0,-1370.16,402.0,7,3,5,"N"
"Client36297",61,-31.71,0.0,14875.47,569.92,14875.47,0.0,1385.92,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,569.59,0.0,0.0,0.0,14875.47,0.0,0.0,0.0,0.0,-945.4,7930.42,7,8,4,"S"
"Client36341",52,10.11,0.0,14474.0,0.0,14474.0,0.0,180.12,0.0,0.0,808.71,1499.31,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14474.0,0.0,0.0,0.0,0.0,-1168.33,3204.66,12,5,0,"N"
"Client36370",54,37.7,733.7,1029.2,1442.52,1029.2,733.7,85.74,0.0,757.0,0.0,1272.17,0.0,0.0,0.0,0.0,1420.98,0.0,0.0,0.0,1029.2,0.0,0.0,0.0,0.0,-202.0,3.83,5,3,0,"S"
"Client36375",46,46.93,5002.0,1805.87,0.0,1805.87,5002.0,145.67,0.0,0.0,806.04,1240.74,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1805.87,0.0,0.0,5002.0,0.0,-170.0,0.0,7,0,0,"N"
"Client36455",57,103.18,10819.61,2184.38,0.0,2184.38,10819.61,771.08,0.0,0.0,0.0,0.0,1330.95,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2184.38,0.0,0.0,10819.61,0.0,-2893.64,1912.66,37,11,0,"S"
"Client36457",81,-6.7,18308.73,400.99,0.0,400.99,18308.73,169.51,145.15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,400.99,0.0,18308.73,0.0,0.0,-433.84,788.14,8,4,0,"N"
"Client36610",43,72.99,10310.62,17.0,198.9,17.0,10310.62,489.24,0.0,241.9,0.0,0.0,0.0,0.0,0.0,0.0,204.83,0.0,0.0,0.0,17.0,0.0,0.0,9438.98,0.0,0.0,0.0,0,0,18,"S"
"Client36857",59,31.81,6022.36,388.82,0.0,388.82,6022.36,257.96,0.0,0.0,0.0,0.0,767.11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,388.82,0.0,0.0,6022.36,0.0,-94.92,33.9,6,3,0,"S"
"Client37102",60,9.23,0.0,3566.53,2113.06,3566.53,0.0,813.45,0.0,0.0,372.9,2284.13,0.0,0.0,0.0,0.0,2113.74,0.0,0.0,0.0,3566.53,0.0,0.0,0.0,0.0,-458.12,0.0,5,0,0,"S"
"Client37160",64,81.76,10920.74,7111.87,0.0,7111.87,10920.74,259.4,0.0,0.0,0.0,0.0,2013.47,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7111.87,0.0,0.0,10920.74,0.0,-35.0,2.03,5,3,0,"N"
"Client37210",41,10.61,0.0,4533.33,0.0,4533.33,0.0,371.37,0.0,0.0,199.18,1007.56,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4533.33,0.0,0.0,0.0,0.0,-1066.9,1058.7,18,3,0,"N"
"Client37304",72,49.54,37.0,1348.45,0.0,1348.45,37.0,1143.07,0.0,37.0,0.0,0.0,1376.16,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1348.45,0.0,0.0,0.0,0.0,-79.7,0.0,4,0,0,"N"
"Client37347",39,39.08,0.0,1388.45,0.0,1388.45,0.0,150.74,0.0,0.0,717.0,1449.92,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1388.45,0.0,0.0,0.0,0.0,-334.9,1449.92,10,3,12,"S"
"Client37371",33,-8.58,110748.12,6692.93,0.0,6692.93,110748.12,1151.28,387.11,345.01,0.0,0.0,0.0,0.0,4002.0,0.0,0.0,0.0,0.0,0.0,2692.93,0.0,104417.02,6333.2,0.0,-2258.89,31.99,32,3,9,"N"
"Client37413",22,36.01,6220.15,244.24,0.0,244.24,6220.15,0.0,0.0,256.31,1834.31,218.97,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,244.24,0.0,0.0,5609.2,0.0,-2345.31,2370.63,13,12,12,"S"
"Client37479",61,7.93,0.0,3333.66,0.0,3333.66,0.0,285.95,0.0,0.0,0.0,1224.23,711.27,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3333.66,0.0,0.0,0.0,0.0,0.0,1224.23,0,3,0,"N"
"Client37604",56,171.43,96995.32,8789.28,0.0,8789.28,96995.32,118.42,587.85,0.0,1023.98,1293.52,0.0,0.0,6002.0,0.0,0.0,0.0,0.0,0.0,2789.28,0.0,96995.32,0.0,0.0,-1722.26,1293.55,30,4,5,"N"
"Client37734",61,16.7,10937.43,1652.09,1970.83,1652.09,10937.43,879.54,303.28,686.74,0.0,2284.12,0.0,0.0,0.0,0.0,1979.29,0.0,0.0,0.0,1652.09,0.0,3592.25,7071.83,0.0,-2049.25,2307.59,18,4,6,"N"
"Client37843",49,32.27,0.0,31622.72,0.0,31622.72,0.0,262.33,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,31622.72,0.0,0.0,0.0,0.0,-220.31,0.0,3,0,0,"S"
"Client37935",53,153.32,82835.9,8394.92,0.0,8394.92,82835.9,1658.65,573.9,399.98,0.0,2224.88,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8394.92,0.0,82437.92,0.0,0.0,-4895.98,4519.95,48,6,12,"N"
"Client37966",56,-8.92,0.0,1868.64,0.0,1868.64,0.0,405.69,0.0,0.0,2640.36,2195.47,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1868.64,0.0,0.0,0.0,0.0,-975.2,0.0,9,0,34,"N"
"Client38016",50,18.2,576.01,3158.06,0.0,3158.06,576.01,384.02,0.0,0.0,1318.52,5128.29,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3158.06,0.0,0.0,315.26,0.0,-2637.53,0.0,29,0,0,"S"
"Client38028",31,-62.92,106471.41,34998.0,2677.94,34998.0,106471.41,777.89,461.73,0.0,0.0,1683.69,0.0,0.0,6502.0,0.0,2641.57,0.0,0.0,0.0,28498.0,0.0,106471.41,0.0,0.0,-666.36,514.0,7,3,7,"N"
"Client38049",40,19.16,1403.71,1898.71,1354.07,1898.71,1403.71,2886.7,0.0,1496.25,0.0,1159.61,0.0,0.0,0.0,0.0,1341.85,0.0,0.0,0.0,1898.71,0.0,0.0,0.0,0.0,-233.4,1159.61,5,3,3,"N"
"Client38088",50,20.86,1306.43,2930.05,0.0,2930.05,1306.43,363.68,0.0,0.0,1765.73,2146.53,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2930.05,0.0,0.0,935.59,0.0,-759.05,0.0,14,0,0,"S"
"Client38116",63,13.09,351.2,10518.59,13137.17,10518.59,351.2,1304.4,0.0,176.2,0.0,0.0,0.0,0.0,6002.0,0.0,13137.17,0.0,0.0,0.0,4518.59,0.0,0.0,176.9,0.0,-1131.4,65.0,11,3,4,"S"
"Client38185",48,11.31,8727.89,437.41,0.0,437.41,8727.89,203.82,0.0,0.0,0.0,0.0,1798.88,0.0,0.0,0.0,0.0,0.0,0.0,0.0,437.41,0.0,0.0,8727.89,0.0,-819.22,0.0,10,0,0,"S"
"Client38214",62,-500.9,20402.66,202363.65,4934.14,202363.65,20402.66,499.69,160.83,987.07,2322.04,0.0,0.0,0.0,0.0,0.0,1023.17,0.0,0.0,0.0,202363.65,0.0,3613.24,14768.4,0.0,-3052.2,898.23,21,3,8,"S"
"Client38386",37,107.83,14237.86,130.97,0.0,130.97,14237.86,6429.33,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,130.97,0.0,0.0,0.0,0.0,-3474.2,1502.0,12,3,0,"S"
"Client38480",50,4.54,0.0,657.47,0.0,657.47,0.0,173.6,0.0,0.0,1429.42,1172.47,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,657.47,0.0,0.0,0.0,0.0,-2227.84,2280.06,25,6,0,"S"
"Client38510",38,174.03,178333.13,5810.51,0.0,5810.51,178333.13,659.16,1041.21,0.0,730.45,3099.98,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5810.51,0.0,178289.64,0.0,0.0,-1386.26,3100.02,23,5,0,"N"
"Client38667",43,-15.48,103.0,9220.53,0.0,9220.53,103.0,437.11,0.0,103.0,162.0,4094.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9220.53,0.0,0.0,0.0,2055.9,-55.18,0.0,4,0,23,"N"
"Client38834",41,10.47,0.0,4226.11,1211.4,4226.11,0.0,18.0,0.0,0.0,941.08,1810.28,0.0,0.0,0.0,0.0,1191.93,0.0,0.0,0.0,4226.11,0.0,0.0,0.0,0.0,-1854.75,1835.36,39,5,0,"N"
"Client38852",67,24.85,16818.23,4786.74,0.0,4786.74,16818.23,555.09,1418.19,0.0,0.0,0.0,2071.14,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4786.74,0.0,16818.23,0.0,0.0,-182.01,39.7,4,6,0,"N"
"Client38857",42,-15.76,13327.52,5739.32,0.0,5739.32,13327.52,261.14,414.82,168.93,0.0,1078.71,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5739.32,0.0,13327.52,0.0,0.0,-1002.47,127.0,13,3,23,"N"
"Client39125",24,6.2,0.0,4342.07,0.0,4342.07,0.0,82.45,0.0,0.0,1038.41,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4342.07,0.0,0.0,0.0,0.0,-746.16,6.0,23,3,3,"S"
"Client39188",40,77.05,3352.74,1357.65,0.0,1357.65,3352.74,122.34,0.0,0.0,251.59,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1357.65,0.0,0.0,1527.62,0.0,-1243.63,1578.83,18,3,0,"S"
"Client39319",50,-57.47,119951.84,2249.76,0.0,2249.76,119951.84,745.31,463.13,1425.57,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2249.76,0.0,114626.29,4020.72,0.0,-1397.61,152.0,7,3,14,"S"
"Client39333",66,-6.01,13880.67,4077.9,0.0,4077.9,13880.67,202.7,288.54,0.0,0.0,571.75,1681.69,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4077.9,0.0,13880.67,0.0,0.0,-3384.39,0.0,6,0,6,"N"
"Client39679",64,7.43,0.0,3382.84,10467.78,3382.84,0.0,373.18,0.0,0.0,1067.92,625.61,3325.33,0.0,0.0,0.0,0.0,10671.54,0.0,0.0,3382.84,0.0,0.0,0.0,0.0,-508.4,1635.7,12,3,0,"S"
"Client39705",50,-13.18,56499.7,13200.24,0.0,13200.24,56499.7,128.7,420.65,0.0,420.69,1223.82,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13200.24,0.0,56499.7,0.0,0.0,-647.26,1223.82,18,3,8,"N"
"Client39799",62,-5.33,58316.88,681.55,0.0,681.55,58316.88,114.78,831.62,71.15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,681.55,0.0,58247.73,0.0,0.0,-110.78,228.0,4,5,26,"S"
"Client39907",41,84.57,116701.02,0.0,0.0,0.0,116701.02,0.0,821.72,670.86,0.0,1832.04,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,116262.16,0.0,0.0,0.0,0.0,0,0,0,"N"
"Client39978",39,64.7,44683.74,13079.03,0.0,13079.03,44683.74,126.05,414.39,0.0,414.67,1636.99,0.0,0.0,12002.0,0.0,0.0,0.0,0.0,0.0,1079.03,0.0,44683.74,0.0,0.0,-1256.51,2.02,19,3,26,"N"
"Client39980",30,204.22,94048.6,97.91,0.0,97.91,94048.6,143.04,410.77,842.0,0.0,1681.84,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,97.91,0.0,93048.66,0.0,0.0,-41.15,568.84,3,3,0,"S"
"Client40009",38,7.31,178.67,779.16,0.0,779.16,178.67,32.24,0.0,178.67,606.13,872.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,779.16,0.0,0.0,0.0,0.0,-327.96,872.0,8,3,0,"N"
"Client40121",60,27.41,1196.57,5.59,0.0,5.59,1196.57,295.91,0.0,572.46,166.08,1068.02,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.59,0.0,0.0,0.0,0.0,-626.76,1068.02,6,3,4,"S"
"Client40142",59,7.29,0.0,3689.28,8816.7,3689.28,0.0,187.55,0.0,0.0,1216.34,2400.7,0.0,0.0,0.0,0.0,8719.04,0.0,0.0,0.0,3689.28,0.0,0.0,0.0,0.0,-28.05,0.0,3,0,0,"N"
"Client40167",40,27.67,28560.29,0.0,0.0,0.0,28560.29,0.0,441.27,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,28560.29,0.0,0.0,0.0,0.0,0,0,0,"N"
"Client40269",66,890.61,0.0,93309.92,0.0,93309.92,0.0,1133.01,0.0,0.0,592.85,0.0,3677.78,0.0,80002.0,0.0,0.0,0.0,0.0,0.0,13309.92,0.0,0.0,0.0,0.0,-1570.97,80.89,19,3,40,"S"
"Client40272",64,5.68,190.28,153.26,34.41,153.26,190.28,372.25,0.0,0.0,0.0,0.0,1462.0,0.0,0.0,0.0,34.4,0.0,0.0,0.0,153.26,0.0,0.0,0.0,0.0,-81.33,0.0,4,0,0,"S"
"Client40283",64,-1.74,0.0,5884.14,0.0,5884.14,0.0,895.2,0.0,0.0,0.0,4074.14,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5884.14,0.0,0.0,0.0,0.0,-1827.29,2038.14,9,4,0,"N"
"Client40375",53,12.11,94291.02,10222.68,14658.28,10222.68,94291.02,1395.33,535.17,1199.65,1464.97,2112.7,0.0,0.0,6002.0,0.0,1491.67,13123.28,0.0,0.0,4222.68,0.0,92863.71,0.0,0.0,-4078.76,6360.75,32,8,30,"N"
"Client40503",59,37.65,26353.69,323.09,0.0,323.09,26353.69,240.79,425.33,0.0,202.0,1061.18,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,323.09,0.0,24594.79,1760.9,0.0,-207.33,1061.18,4,3,0,"S"
"Client40587",31,42.92,137.38,31787.11,51677.36,31787.11,137.38,3990.87,0.0,137.38,0.0,0.0,0.0,0.0,0.0,22138.6,0.0,29425.71,0.0,0.0,31787.11,0.0,0.0,0.0,0.0,-4410.74,5175.33,24,16,33,"N"
"Client40657",67,81.62,53458.68,646.58,0.0,646.58,53458.68,531.19,526.16,352.0,0.0,0.0,1614.11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,646.58,0.0,53145.18,0.0,0.0,-295.73,1614.11,10,3,0,"S"
"Client40658",49,3.98,0.0,1629.73,0.0,1629.73,0.0,968.47,0.0,0.0,0.0,828.11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1629.73,0.0,0.0,0.0,719.17,-273.45,1127.9,7,6,0,"S"
"Client40680",52,7.84,106049.0,1487.52,0.0,1487.52,106049.0,1197.43,701.15,0.0,0.0,1102.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1487.52,0.0,106049.0,0.0,0.0,-27.68,1052.88,4,3,0,"N"
"Client40740",45,155.54,432.29,0.0,0.0,133.26,9432.29,0.0,0.0,107.9,0.0,1327.48,0.0,0.0,0.0,0.0,0.0,0.0,0.0,222.84,0.0,0.0,0.0,0.0,0.0,-836.57,1488.48,9,5,4,"S"
"Client40785",52,-9.73,1201.25,1067.28,0.0,1067.28,1201.25,392.24,0.0,91.88,383.98,1400.27,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1067.28,0.0,0.0,1111.37,0.0,-257.14,22.01,6,5,0,"S"
"Client40821",43,118.74,12821.6,1265.43,0.0,1265.43,12821.6,342.28,0.0,2319.01,0.0,1788.96,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1265.43,0.0,0.0,12781.6,0.0,-1351.26,0.0,17,0,12,"N"
"Client40879",58,-67.17,67604.6,2637.0,0.0,2637.0,67604.6,506.76,418.19,0.0,525.91,1998.78,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2637.0,0.0,67604.6,0.0,0.0,-625.87,1998.78,10,3,0,"N"
"Client40923",32,-14.21,35812.91,11696.12,0.0,11696.12,35812.91,79.12,314.52,0.0,156.21,1376.68,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11696.12,0.0,35812.91,0.0,0.0,-615.65,1378.05,16,5,0,"N"
"Client40953",50,-3.26,0.0,1999.86,0.0,1999.86,0.0,151.87,0.0,0.0,1874.43,2227.59,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1999.86,0.0,0.0,0.0,0.0,-755.73,0.0,8,0,0,"N"
"Client40970",56,31.48,0.0,2524.24,0.0,2524.24,0.0,175.86,0.0,0.0,1548.44,2997.82,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2524.24,0.0,0.0,0.0,0.0,-2730.9,3205.14,18,5,0,"N"
"Client41281",27,3.58,0.0,568.37,0.0,568.37,0.0,271.09,0.0,0.0,1158.17,1042.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,568.37,0.0,0.0,0.0,0.0,-1453.62,1731.77,21,4,21,"S"
"Client41328",70,6.42,0.0,3538.46,38083.91,3538.46,0.0,292.42,0.0,0.0,84.01,0.0,1177.06,0.0,0.0,0.0,0.0,38082.65,0.0,0.0,3538.46,0.0,0.0,0.0,0.0,-63.34,0.0,3,0,0,"N"
"Client41348",66,165.25,79994.25,1535.01,0.0,1535.01,79994.25,344.04,913.21,991.7,0.0,320.65,980.17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1535.01,0.0,75028.26,4422.19,0.0,-2122.57,102.0,13,3,0,"S"
"Client41351",55,6.16,0.0,4684.98,0.0,4684.98,0.0,1557.0,0.0,0.0,0.0,1850.32,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4684.98,0.0,0.0,0.0,0.0,-212.03,0.0,6,0,3,"N"
"Client41397",56,-30.9,72999.49,3339.02,0.0,3339.02,72999.49,279.03,848.36,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3339.02,0.0,72999.49,0.0,0.0,-429.96,0.0,11,0,0,"N"
"Client41525",62,80.23,14390.86,3719.98,0.0,3719.98,14390.86,1291.14,0.0,712.0,0.0,2316.56,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3719.98,0.0,0.0,13657.48,0.0,-1132.41,15.01,16,4,0,"S"
"Client41571",70,-5.85,13723.57,0.0,0.0,0.0,13723.57,0.0,193.02,267.86,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13723.57,0.0,0.0,0.0,0.0,0,0,0,"N"
"Client41594",54,5.81,0.0,7261.64,0.0,7261.64,0.0,156.81,0.0,0.0,967.27,1176.08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7261.64,0.0,0.0,0.0,0.0,-1116.26,1176.08,17,3,0,"N"
"Client41612",46,6.32,0.0,3.0,0.0,3.0,0.0,0.0,0.0,0.0,843.65,1652.75,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,-467.03,1652.75,9,4,0,"S"
"Client41678",51,-40.69,49402.12,3830.85,0.0,3830.85,49402.12,0.0,438.05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3830.85,0.0,49402.12,0.0,0.0,-1901.43,352.0,5,3,3,"N"
"Client41762",61,-25.52,34518.02,7900.37,0.0,7900.37,34518.02,371.54,375.11,1576.82,0.0,1604.24,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7900.37,0.0,34013.13,0.0,0.0,-217.15,0.0,6,0,0,"N"
"Client41788",47,58.93,4194.67,791.4,1660.93,791.4,4194.67,1166.84,0.0,277.76,3.2,1413.17,0.0,0.0,0.0,0.0,1658.69,0.0,0.0,0.0,791.4,0.0,0.0,2938.05,0.0,-274.71,1413.17,9,3,30,"S"
"Client41897",48,276.08,28538.73,1171.94,7283.12,1171.94,28538.73,261.24,0.0,0.0,222.4,3402.0,0.0,0.0,0.0,0.0,0.0,7273.76,0.0,0.0,1171.94,0.0,0.0,28538.73,0.0,-2264.41,3402.0,14,4,8,"S"
"Client41936",69,20.24,0.0,35095.28,0.0,35095.28,0.0,616.03,0.0,734.99,0.0,0.0,2051.87,0.0,22002.0,0.0,0.0,0.0,0.0,0.0,13095.28,0.0,0.0,0.0,0.0,-1285.73,0.0,16,0,5,"N"
"Client41975",39,-35.03,31257.93,2222.49,3140.47,2222.49,31257.93,63.32,516.37,0.0,1355.81,0.0,0.0,0.0,0.0,0.0,3083.06,0.0,0.0,0.0,2222.49,0.0,31257.93,0.0,0.0,-1858.4,0.0,8,0,0,"N"
"Client42100",41,5.73,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,"S"
"Client42443",63,20.82,10246.06,1286.31,0.0,1286.31,10246.06,355.39,193.34,22.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1286.31,0.0,10246.06,0.0,0.0,-421.02,682.68,10,3,0,"N"
"Client42493",40,9.11,0.0,11658.43,0.0,11658.43,0.0,298.0,0.0,0.0,770.68,1260.37,0.0,0.0,3002.0,0.0,0.0,0.0,0.0,0.0,8658.43,0.0,0.0,0.0,0.0,-2563.09,4118.82,21,8,3,"N"
"Client42529",53,23.48,2704.9,380.4,0.0,380.4,2704.9,258.18,0.0,0.0,0.0,1348.16,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,380.4,0.0,0.0,2704.9,0.0,-556.58,0.0,7,0,0,"N"
"Client42749",59,22.36,50.0,21257.17,0.0,21257.17,50.0,250.28,0.0,50.0,0.0,0.0,385.97,0.0,0.0,0.0,0.0,0.0,0.0,0.0,21257.17,0.0,0.0,0.0,0.0,-571.29,1015.2,6,3,3,"N"
"Client42779",34,48.05,36477.18,0.0,0.0,0.0,36477.18,0.0,339.96,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,36477.18,0.0,0.0,0.0,0.0,0,0,4,"N"
"Client42895",49,3.34,0.0,1250.49,0.0,1250.49,0.0,6.29,0.0,0.0,757.43,1220.73,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1250.49,0.0,0.0,0.0,0.0,-1334.84,1570.73,27,4,0,"S"
"Client43026",26,67.29,7161.31,93.84,0.0,93.84,7161.31,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,93.84,0.0,0.0,7161.31,0.0,0.0,0.0,0,0,0,"N"
"Client43037",46,9.64,0.0,502.03,0.0,502.03,0.0,121.68,0.0,0.0,292.38,1384.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,502.03,0.0,0.0,0.0,0.0,-1527.7,0.0,18,0,0,"N"
"Client43132",48,-92.89,161397.55,912.4,613.29,912.4,161397.55,741.12,478.64,222.0,42.0,1124.35,0.0,0.0,0.0,0.0,605.02,0.0,0.0,0.0,912.4,0.0,150002.0,9914.52,0.0,-580.78,1124.35,7,3,18,"S"
"Client43163",63,-122.88,112677.35,780.09,2964.73,780.09,112677.35,587.45,778.51,211.0,0.0,0.0,0.0,0.0,0.0,0.0,2914.78,0.0,0.0,0.0,780.09,0.0,112468.35,0.0,0.0,-566.53,992.0,7,5,0,"N"
"Client43211",31,-1.25,0.0,969.36,1882.64,969.36,0.0,77.19,0.0,0.0,717.53,980.44,0.0,0.0,0.0,0.0,0.0,1919.76,0.0,0.0,969.36,0.0,0.0,0.0,0.0,-333.68,980.44,11,3,0,"S"
"Client43296",38,26.84,1050.32,1125.41,0.0,1125.41,1050.32,52.65,0.0,1276.21,0.0,1101.75,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1125.41,0.0,0.0,0.0,0.0,-78.15,1131.75,4,4,9,"S"
"Client43421",47,55.78,5349.88,921.79,0.0,921.79,5349.88,516.78,0.0,1459.58,0.0,0.0,418.82,0.0,0.0,0.0,0.0,0.0,0.0,0.0,921.79,0.0,0.0,5344.88,0.0,-1204.9,192.0,9,3,0,"S"
"Client43497",52,47.48,0.0,114.26,0.0,114.26,0.0,455.23,0.0,0.0,1043.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,114.26,0.0,0.0,0.0,0.0,-378.61,0.0,8,0,0,"N"
"Client43537",44,-13.11,38520.95,6935.33,4180.31,6935.33,38520.95,426.14,462.06,-64.0,1334.75,2855.31,0.0,0.0,0.0,0.0,1998.11,2080.54,0.0,0.0,6935.33,0.0,38317.72,0.0,0.0,-6332.45,2855.31,45,3,3,"N"
"Client43596",68,4.41,0.0,1025.0,0.0,1025.0,0.0,560.29,0.0,0.0,2249.41,0.0,2045.59,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1025.0,0.0,0.0,0.0,0.0,-1994.37,0.0,19,0,6,"N"
