"Frequency","Angle of attack","Chord length","Free-stream velocity","Suction side displacement thickness","Scaled sound pressure level","nominal"
250,19.7,0.0508,71.3,0.0341183,119.115,"addition"
315,19.7,0.0508,71.3,0.0341183,121.235,"addition"
400,19.7,0.0508,71.3,0.0341183,123.865,"addition"
500,19.7,0.0508,71.3,0.0341183,126.995,"addition"
630,19.7,0.0508,71.3,0.0341183,128.365,"addition"
800,19.7,0.0508,71.3,0.0341183,124.555,"addition"
1000,19.7,0.0508,71.3,0.0341183,121.885,"addition"
1250,19.7,0.0508,71.3,0.0341183,121.485,"addition"
1600,19.7,0.0508,71.3,0.0341183,120.575,"addition"
2000,19.7,0.0508,71.3,0.0341183,120.055,"addition"
2500,19.7,0.0508,71.3,0.0341183,118.385,"addition"
3150,19.7,0.0508,71.3,0.0341183,116.225,"addition"
4000,19.7,0.0508,71.3,0.0341183,113.045,"addition"
200,19.7,0.0508,39.6,0.036484,125.974,"addition"
250,19.7,0.0508,39.6,0.036484,127.224,"addition"
315,19.7,0.0508,39.6,0.036484,129.864,"addition"
400,19.7,0.0508,39.6,0.036484,130.614,"addition"
500,19.7,0.0508,39.6,0.036484,128.444,"addition"
630,19.7,0.0508,39.6,0.036484,120.324,"addition"
800,19.7,0.0508,39.6,0.036484,119.174,"addition"
1000,19.7,0.0508,39.6,0.036484,118.904,"addition"
1250,19.7,0.0508,39.6,0.036484,118.634,"addition"
1600,19.7,0.0508,39.6,0.036484,117.604,"addition"
2000,19.7,0.0508,39.6,0.036484,117.724,"addition"
2500,19.7,0.0508,39.6,0.036484,116.184,"addition"
3150,19.7,0.0508,39.6,0.036484,113.004,"addition"
4000,19.7,0.0508,39.6,0.036484,108.684,"addition"
2500,0,0.0254,71.3,0.000400682,133.707,"addition"
3150,0,0.0254,71.3,0.000400682,137.007,"addition"
4000,0,0.0254,71.3,0.000400682,138.557,"addition"
5000,0,0.0254,71.3,0.000400682,136.837,"addition"
6300,0,0.0254,71.3,0.000400682,134.987,"addition"
8000,0,0.0254,71.3,0.000400682,129.867,"addition"
10000,0,0.0254,71.3,0.000400682,130.787,"addition"
12500,0,0.0254,71.3,0.000400682,133.207,"addition"
16000,0,0.0254,71.3,0.000400682,130.477,"addition"
20000,0,0.0254,71.3,0.000400682,123.217,"addition"
2000,0,0.0254,55.5,0.00041229,127.623,"addition"
2500,0,0.0254,55.5,0.00041229,130.073,"addition"
3150,0,0.0254,55.5,0.00041229,130.503,"addition"
4000,0,0.0254,55.5,0.00041229,133.223,"addition"
5000,0,0.0254,55.5,0.00041229,135.803,"addition"
6300,0,0.0254,55.5,0.00041229,136.103,"addition"
8000,0,0.0254,55.5,0.00041229,136.163,"addition"
10000,0,0.0254,55.5,0.00041229,134.563,"addition"
12500,0,0.0254,55.5,0.00041229,131.453,"addition"
16000,0,0.0254,55.5,0.00041229,125.683,"addition"
20000,0,0.0254,55.5,0.00041229,121.933,"addition"
1600,0,0.0254,39.6,0.000428464,124.156,"addition"
2000,0,0.0254,39.6,0.000428464,130.026,"addition"
2500,0,0.0254,39.6,0.000428464,131.836,"addition"
3150,0,0.0254,39.6,0.000428464,133.276,"addition"
4000,0,0.0254,39.6,0.000428464,135.346,"addition"
5000,0,0.0254,39.6,0.000428464,136.536,"addition"
6300,0,0.0254,39.6,0.000428464,136.826,"addition"
8000,0,0.0254,39.6,0.000428464,135.866,"addition"
10000,0,0.0254,39.6,0.000428464,133.376,"addition"
12500,0,0.0254,39.6,0.000428464,129.116,"addition"
16000,0,0.0254,39.6,0.000428464,124.986,"addition"
1000,0,0.0254,31.7,0.000439472,125.127,"addition"
1250,0,0.0254,31.7,0.000439472,127.947,"addition"
1600,0,0.0254,31.7,0.000439472,129.267,"addition"
2000,0,0.0254,31.7,0.000439472,130.697,"addition"
2500,0,0.0254,31.7,0.000439472,132.897,"addition"
3150,0,0.0254,31.7,0.000439472,135.227,"addition"
4000,0,0.0254,31.7,0.000439472,137.047,"addition"
5000,0,0.0254,31.7,0.000439472,138.607,"addition"
6300,0,0.0254,31.7,0.000439472,138.537,"addition"
8000,0,0.0254,31.7,0.000439472,137.207,"addition"
10000,0,0.0254,31.7,0.000439472,134.227,"addition"
12500,0,0.0254,31.7,0.000439472,128.977,"addition"
16000,0,0.0254,31.7,0.000439472,125.627,"addition"
2000,4.8,0.0254,71.3,0.000848633,128.398,"addition"
2500,4.8,0.0254,71.3,0.000848633,130.828,"addition"
3150,4.8,0.0254,71.3,0.000848633,133.378,"addition"
4000,4.8,0.0254,71.3,0.000848633,134.928,"addition"
5000,4.8,0.0254,71.3,0.000848633,135.468,"addition"
6300,4.8,0.0254,71.3,0.000848633,134.498,"addition"
8000,4.8,0.0254,71.3,0.000848633,131.518,"addition"
10000,4.8,0.0254,71.3,0.000848633,127.398,"addition"
12500,4.8,0.0254,71.3,0.000848633,127.688,"addition"
16000,4.8,0.0254,71.3,0.000848633,124.208,"addition"
20000,4.8,0.0254,71.3,0.000848633,119.708,"addition"
1600,4.8,0.0254,55.5,0.000873218,121.474,"addition"
2000,4.8,0.0254,55.5,0.000873218,125.054,"addition"
2500,4.8,0.0254,55.5,0.000873218,129.144,"addition"
3150,4.8,0.0254,55.5,0.000873218,132.354,"addition"
4000,4.8,0.0254,55.5,0.000873218,133.924,"addition"
5000,4.8,0.0254,55.5,0.000873218,135.484,"addition"
6300,4.8,0.0254,55.5,0.000873218,135.164,"addition"
8000,4.8,0.0254,55.5,0.000873218,132.184,"addition"
10000,4.8,0.0254,55.5,0.000873218,126.944,"addition"
12500,4.8,0.0254,55.5,0.000873218,125.094,"addition"
16000,4.8,0.0254,55.5,0.000873218,124.394,"addition"
20000,4.8,0.0254,55.5,0.000873218,121.284,"addition"
500,4.8,0.0254,39.6,0.000907475,116.366,"addition"
630,4.8,0.0254,39.6,0.000907475,118.696,"addition"
800,4.8,0.0254,39.6,0.000907475,120.766,"addition"
1000,4.8,0.0254,39.6,0.000907475,122.956,"addition"
1250,4.8,0.0254,39.6,0.000907475,125.026,"addition"
1600,4.8,0.0254,39.6,0.000907475,125.966,"addition"
2000,4.8,0.0254,39.6,0.000907475,128.916,"addition"
2500,4.8,0.0254,39.6,0.000907475,131.236,"addition"
3150,4.8,0.0254,39.6,0.000907475,133.436,"addition"
4000,4.8,0.0254,39.6,0.000907475,134.996,"addition"
5000,4.8,0.0254,39.6,0.000907475,135.426,"addition"
6300,4.8,0.0254,39.6,0.000907475,134.336,"addition"
8000,4.8,0.0254,39.6,0.000907475,131.346,"addition"
10000,4.8,0.0254,39.6,0.000907475,126.066,"addition"
500,4.8,0.0254,31.7,0.000930789,116.128,"addition"
630,4.8,0.0254,31.7,0.000930789,120.078,"addition"
800,4.8,0.0254,31.7,0.000930789,122.648,"addition"
1000,4.8,0.0254,31.7,0.000930789,125.348,"addition"
1250,4.8,0.0254,31.7,0.000930789,127.408,"addition"
1600,4.8,0.0254,31.7,0.000930789,128.718,"addition"
2000,4.8,0.0254,31.7,0.000930789,130.148,"addition"
2500,4.8,0.0254,31.7,0.000930789,132.588,"addition"
3150,4.8,0.0254,31.7,0.000930789,134.268,"addition"
4000,4.8,0.0254,31.7,0.000930789,135.328,"addition"
5000,4.8,0.0254,31.7,0.000930789,135.248,"addition"
6300,4.8,0.0254,31.7,0.000930789,132.898,"addition"
8000,4.8,0.0254,31.7,0.000930789,127.008,"addition"
630,9.5,0.0254,71.3,0.00420654,125.726,"addition"
800,9.5,0.0254,71.3,0.00420654,127.206,"addition"
1000,9.5,0.0254,71.3,0.00420654,129.556,"addition"
1250,9.5,0.0254,71.3,0.00420654,131.656,"addition"
1600,9.5,0.0254,71.3,0.00420654,133.756,"addition"
2000,9.5,0.0254,71.3,0.00420654,134.976,"addition"
2500,9.5,0.0254,71.3,0.00420654,135.956,"addition"
3150,9.5,0.0254,71.3,0.00420654,136.166,"addition"
4000,9.5,0.0254,71.3,0.00420654,134.236,"addition"
5000,9.5,0.0254,71.3,0.00420654,131.186,"addition"
6300,9.5,0.0254,71.3,0.00420654,127.246,"addition"
400,9.5,0.0254,55.5,0.0043284,120.952,"addition"
500,9.5,0.0254,55.5,0.0043284,123.082,"addition"
630,9.5,0.0254,55.5,0.0043284,125.452,"addition"
800,9.5,0.0254,55.5,0.0043284,128.082,"addition"
1000,9.5,0.0254,55.5,0.0043284,130.332,"addition"
1250,9.5,0.0254,55.5,0.0043284,132.202,"addition"
1600,9.5,0.0254,55.5,0.0043284,133.062,"addition"
2000,9.5,0.0254,55.5,0.0043284,134.052,"addition"
2500,9.5,0.0254,55.5,0.0043284,134.152,"addition"
3150,9.5,0.0254,55.5,0.0043284,133.252,"addition"
4000,9.5,0.0254,55.5,0.0043284,131.582,"addition"
5000,9.5,0.0254,55.5,0.0043284,128.412,"addition"
6300,9.5,0.0254,55.5,0.0043284,124.222,"addition"
200,9.5,0.0254,39.6,0.00449821,116.074,"addition"
250,9.5,0.0254,39.6,0.00449821,116.924,"addition"
315,9.5,0.0254,39.6,0.00449821,119.294,"addition"
400,9.5,0.0254,39.6,0.00449821,121.154,"addition"
500,9.5,0.0254,39.6,0.00449821,123.894,"addition"
630,9.5,0.0254,39.6,0.00449821,126.514,"addition"
800,9.5,0.0254,39.6,0.00449821,129.014,"addition"
1000,9.5,0.0254,39.6,0.00449821,130.374,"addition"
1250,9.5,0.0254,39.6,0.00449821,130.964,"addition"
1600,9.5,0.0254,39.6,0.00449821,131.184,"addition"
2000,9.5,0.0254,39.6,0.00449821,131.274,"addition"
2500,9.5,0.0254,39.6,0.00449821,131.234,"addition"
3150,9.5,0.0254,39.6,0.00449821,129.934,"addition"
4000,9.5,0.0254,39.6,0.00449821,127.864,"addition"
5000,9.5,0.0254,39.6,0.00449821,125.044,"addition"
6300,9.5,0.0254,39.6,0.00449821,120.324,"addition"
200,9.5,0.0254,31.7,0.00461377,119.146,"addition"
250,9.5,0.0254,31.7,0.00461377,120.136,"addition"
315,9.5,0.0254,31.7,0.00461377,122.766,"addition"
400,9.5,0.0254,31.7,0.00461377,124.756,"addition"
500,9.5,0.0254,31.7,0.00461377,126.886,"addition"
630,9.5,0.0254,31.7,0.00461377,129.006,"addition"
800,9.5,0.0254,31.7,0.00461377,130.746,"addition"
1000,9.5,0.0254,31.7,0.00461377,131.346,"addition"
1250,9.5,0.0254,31.7,0.00461377,131.446,"addition"
1600,9.5,0.0254,31.7,0.00461377,131.036,"addition"
2000,9.5,0.0254,31.7,0.00461377,130.496,"addition"
2500,9.5,0.0254,31.7,0.00461377,130.086,"addition"
3150,9.5,0.0254,31.7,0.00461377,128.536,"addition"
4000,9.5,0.0254,31.7,0.00461377,126.736,"addition"
5000,9.5,0.0254,31.7,0.00461377,124.426,"addition"
6300,9.5,0.0254,31.7,0.00461377,120.726,"addition"
250,12.7,0.0254,71.3,0.0121808,119.698,"addition"
315,12.7,0.0254,71.3,0.0121808,122.938,"addition"
400,12.7,0.0254,71.3,0.0121808,125.048,"addition"
500,12.7,0.0254,71.3,0.0121808,126.898,"addition"
630,12.7,0.0254,71.3,0.0121808,128.878,"addition"
800,12.7,0.0254,71.3,0.0121808,130.348,"addition"
1000,12.7,0.0254,71.3,0.0121808,131.698,"addition"
1250,12.7,0.0254,71.3,0.0121808,133.048,"addition"
1600,12.7,0.0254,71.3,0.0121808,134.528,"addition"
2000,12.7,0.0254,71.3,0.0121808,134.228,"addition"
2500,12.7,0.0254,71.3,0.0121808,134.058,"addition"
3150,12.7,0.0254,71.3,0.0121808,133.758,"addition"
4000,12.7,0.0254,71.3,0.0121808,131.808,"addition"
5000,12.7,0.0254,71.3,0.0121808,128.978,"addition"
6300,12.7,0.0254,71.3,0.0121808,125.398,"addition"
8000,12.7,0.0254,71.3,0.0121808,120.538,"addition"
10000,12.7,0.0254,71.3,0.0121808,114.418,"addition"
250,12.7,0.0254,39.6,0.0130253,121.547,"addition"
315,12.7,0.0254,39.6,0.0130253,123.537,"addition"
400,12.7,0.0254,39.6,0.0130253,125.527,"addition"
500,12.7,0.0254,39.6,0.0130253,127.127,"addition"
630,12.7,0.0254,39.6,0.0130253,128.867,"addition"
800,12.7,0.0254,39.6,0.0130253,130.217,"addition"
1000,12.7,0.0254,39.6,0.0130253,130.947,"addition"
1250,12.7,0.0254,39.6,0.0130253,130.777,"addition"
1600,12.7,0.0254,39.6,0.0130253,129.977,"addition"
2000,12.7,0.0254,39.6,0.0130253,129.567,"addition"
2500,12.7,0.0254,39.6,0.0130253,129.027,"addition"
3150,12.7,0.0254,39.6,0.0130253,127.847,"addition"
4000,12.7,0.0254,39.6,0.0130253,126.537,"addition"
5000,12.7,0.0254,39.6,0.0130253,125.107,"addition"
6300,12.7,0.0254,39.6,0.0130253,123.177,"addition"
8000,12.7,0.0254,39.6,0.0130253,120.607,"addition"
10000,12.7,0.0254,39.6,0.0130253,116.017,"addition"
200,17.4,0.0254,71.3,0.016104,112.506,"addition"
250,17.4,0.0254,71.3,0.016104,113.796,"addition"
315,17.4,0.0254,71.3,0.016104,115.846,"addition"
400,17.4,0.0254,71.3,0.016104,117.396,"addition"
500,17.4,0.0254,71.3,0.016104,119.806,"addition"
630,17.4,0.0254,71.3,0.016104,122.606,"addition"
800,17.4,0.0254,71.3,0.016104,124.276,"addition"
1000,17.4,0.0254,71.3,0.016104,125.816,"addition"
1250,17.4,0.0254,71.3,0.016104,126.356,"addition"
1600,17.4,0.0254,71.3,0.016104,126.406,"addition"
2000,17.4,0.0254,71.3,0.016104,126.826,"addition"
2500,17.4,0.0254,71.3,0.016104,126.746,"addition"
3150,17.4,0.0254,71.3,0.016104,126.536,"addition"
4000,17.4,0.0254,71.3,0.016104,125.586,"addition"
5000,17.4,0.0254,71.3,0.016104,123.126,"addition"
6300,17.4,0.0254,71.3,0.016104,119.916,"addition"
8000,17.4,0.0254,71.3,0.016104,115.466,"addition"
200,17.4,0.0254,55.5,0.0165706,109.951,"addition"
250,17.4,0.0254,55.5,0.0165706,110.491,"addition"
315,17.4,0.0254,55.5,0.0165706,111.911,"addition"
400,17.4,0.0254,55.5,0.0165706,115.461,"addition"
500,17.4,0.0254,55.5,0.0165706,119.621,"addition"
630,17.4,0.0254,55.5,0.0165706,122.411,"addition"
800,17.4,0.0254,55.5,0.0165706,123.091,"addition"
1000,17.4,0.0254,55.5,0.0165706,126.001,"addition"
1250,17.4,0.0254,55.5,0.0165706,129.301,"addition"
1600,17.4,0.0254,55.5,0.0165706,126.471,"addition"
2000,17.4,0.0254,55.5,0.0165706,125.261,"addition"
2500,17.4,0.0254,55.5,0.0165706,124.931,"addition"
3150,17.4,0.0254,55.5,0.0165706,124.101,"addition"
4000,17.4,0.0254,55.5,0.0165706,121.771,"addition"
5000,17.4,0.0254,55.5,0.0165706,118.941,"addition"
6300,17.4,0.0254,55.5,0.0165706,114.861,"addition"
200,17.4,0.0254,39.6,0.0172206,114.044,"addition"
250,17.4,0.0254,39.6,0.0172206,114.714,"addition"
315,17.4,0.0254,39.6,0.0172206,115.144,"addition"
400,17.4,0.0254,39.6,0.0172206,115.444,"addition"
500,17.4,0.0254,39.6,0.0172206,117.514,"addition"
630,17.4,0.0254,39.6,0.0172206,124.514,"addition"
800,17.4,0.0254,39.6,0.0172206,135.324,"addition"
1000,17.4,0.0254,39.6,0.0172206,138.274,"addition"
1250,17.4,0.0254,39.6,0.0172206,131.364,"addition"
1600,17.4,0.0254,39.6,0.0172206,127.614,"addition"
2000,17.4,0.0254,39.6,0.0172206,126.644,"addition"
2500,17.4,0.0254,39.6,0.0172206,124.154,"addition"
3150,17.4,0.0254,39.6,0.0172206,123.564,"addition"
4000,17.4,0.0254,39.6,0.0172206,122.724,"addition"
5000,17.4,0.0254,39.6,0.0172206,119.854,"addition"
200,17.4,0.0254,31.7,0.0176631,116.146,"addition"
250,17.4,0.0254,31.7,0.0176631,116.956,"addition"
315,17.4,0.0254,31.7,0.0176631,118.416,"addition"
400,17.4,0.0254,31.7,0.0176631,120.766,"addition"
500,17.4,0.0254,31.7,0.0176631,127.676,"addition"
630,17.4,0.0254,31.7,0.0176631,136.886,"addition"
800,17.4,0.0254,31.7,0.0176631,139.226,"addition"
1000,17.4,0.0254,31.7,0.0176631,131.796,"addition"
1250,17.4,0.0254,31.7,0.0176631,128.306,"addition"
1600,17.4,0.0254,31.7,0.0176631,126.846,"addition"
2000,17.4,0.0254,31.7,0.0176631,124.356,"addition"
2500,17.4,0.0254,31.7,0.0176631,124.166,"addition"
3150,17.4,0.0254,31.7,0.0176631,123.466,"addition"
4000,17.4,0.0254,31.7,0.0176631,121.996,"addition"
5000,17.4,0.0254,31.7,0.0176631,117.996,"addition"
315,22.2,0.0254,71.3,0.0214178,115.857,"addition"
400,22.2,0.0254,71.3,0.0214178,117.927,"addition"
500,22.2,0.0254,71.3,0.0214178,117.967,"addition"
630,22.2,0.0254,71.3,0.0214178,120.657,"addition"
800,22.2,0.0254,71.3,0.0214178,123.227,"addition"
1000,22.2,0.0254,71.3,0.0214178,134.247,"addition"
1250,22.2,0.0254,71.3,0.0214178,140.987,"addition"
1600,22.2,0.0254,71.3,0.0214178,131.817,"addition"
2000,22.2,0.0254,71.3,0.0214178,127.197,"addition"
2500,22.2,0.0254,71.3,0.0214178,126.097,"addition"
3150,22.2,0.0254,71.3,0.0214178,124.127,"addition"
4000,22.2,0.0254,71.3,0.0214178,123.917,"addition"
5000,22.2,0.0254,71.3,0.0214178,125.727,"addition"
6300,22.2,0.0254,71.3,0.0214178,123.127,"addition"
8000,22.2,0.0254,71.3,0.0214178,121.657,"addition"
200,22.2,0.0254,39.6,0.0229028,116.066,"addition"
250,22.2,0.0254,39.6,0.0229028,117.386,"addition"
315,22.2,0.0254,39.6,0.0229028,120.716,"addition"
400,22.2,0.0254,39.6,0.0229028,123.416,"addition"
500,22.2,0.0254,39.6,0.0229028,129.776,"addition"
630,22.2,0.0254,39.6,0.0229028,137.026,"addition"
800,22.2,0.0254,39.6,0.0229028,137.076,"addition"
1000,22.2,0.0254,39.6,0.0229028,128.416,"addition"
1250,22.2,0.0254,39.6,0.0229028,126.446,"addition"
1600,22.2,0.0254,39.6,0.0229028,122.216,"addition"
2000,22.2,0.0254,39.6,0.0229028,121.256,"addition"
2500,22.2,0.0254,39.6,0.0229028,121.306,"addition"
3150,22.2,0.0254,39.6,0.0229028,120.856,"addition"
4000,22.2,0.0254,39.6,0.0229028,119.646,"addition"
5000,22.2,0.0254,39.6,0.0229028,118.816,"addition"
630,0,0.1016,71.3,0.00121072,124.155,"addition"
800,0,0.1016,71.3,0.00121072,126.805,"addition"
1000,0,0.1016,71.3,0.00121072,128.825,"addition"
1250,0,0.1016,71.3,0.00121072,130.335,"addition"
1600,0,0.1016,71.3,0.00121072,131.725,"addition"
2000,0,0.1016,71.3,0.00121072,132.095,"addition"
2500,0,0.1016,71.3,0.00121072,132.595,"addition"
3150,0,0.1016,71.3,0.00121072,131.955,"addition"
4000,0,0.1016,71.3,0.00121072,130.935,"addition"
5000,0,0.1016,71.3,0.00121072,130.795,"addition"
6300,0,0.1016,71.3,0.00121072,129.395,"addition"
8000,0,0.1016,71.3,0.00121072,125.465,"addition"
10000,0,0.1016,71.3,0.00121072,123.305,"addition"
12500,0,0.1016,71.3,0.00121072,119.375,"addition"
630,0,0.1016,55.5,0.00131983,126.170,"addition"
800,0,0.1016,55.5,0.00131983,127.920,"addition"
1000,0,0.1016,55.5,0.00131983,129.800,"addition"
1250,0,0.1016,55.5,0.00131983,131.430,"addition"
1600,0,0.1016,55.5,0.00131983,132.050,"addition"
2000,0,0.1016,55.5,0.00131983,132.540,"addition"
2500,0,0.1016,55.5,0.00131983,133.040,"addition"
3150,0,0.1016,55.5,0.00131983,131.780,"addition"
4000,0,0.1016,55.5,0.00131983,129.500,"addition"
5000,0,0.1016,55.5,0.00131983,128.360,"addition"
6300,0,0.1016,55.5,0.00131983,127.730,"addition"
8000,0,0.1016,55.5,0.00131983,124.450,"addition"
10000,0,0.1016,55.5,0.00131983,121.930,"addition"
12500,0,0.1016,55.5,0.00131983,119.910,"addition"
630,0,0.1016,39.6,0.00146332,125.401,"addition"
800,0,0.1016,39.6,0.00146332,128.401,"addition"
1000,0,0.1016,39.6,0.00146332,130.781,"addition"
1250,0,0.1016,39.6,0.00146332,132.271,"addition"
1600,0,0.1016,39.6,0.00146332,133.261,"addition"
2000,0,0.1016,39.6,0.00146332,133.251,"addition"
2500,0,0.1016,39.6,0.00146332,132.611,"addition"
3150,0,0.1016,39.6,0.00146332,130.961,"addition"
4000,0,0.1016,39.6,0.00146332,127.801,"addition"
5000,0,0.1016,39.6,0.00146332,126.021,"addition"
6300,0,0.1016,39.6,0.00146332,125.631,"addition"
8000,0,0.1016,39.6,0.00146332,122.341,"addition"
10000,0,0.1016,39.6,0.00146332,119.561,"addition"
630,0,0.1016,31.7,0.00150092,126.413,"addition"
800,0,0.1016,31.7,0.00150092,129.053,"addition"
1000,0,0.1016,31.7,0.00150092,131.313,"addition"
1250,0,0.1016,31.7,0.00150092,133.063,"addition"
1600,0,0.1016,31.7,0.00150092,133.553,"addition"
2000,0,0.1016,31.7,0.00150092,133.153,"addition"
2500,0,0.1016,31.7,0.00150092,132.003,"addition"
3150,0,0.1016,31.7,0.00150092,129.973,"addition"
4000,0,0.1016,31.7,0.00150092,126.933,"addition"
5000,0,0.1016,31.7,0.00150092,124.393,"addition"
6300,0,0.1016,31.7,0.00150092,124.253,"addition"
8000,0,0.1016,31.7,0.00150092,120.193,"addition"
10000,0,0.1016,31.7,0.00150092,115.893,"addition"
800,3.3,0.1016,71.3,0.00202822,131.074,"addition"
1000,3.3,0.1016,71.3,0.00202822,131.434,"addition"
1250,3.3,0.1016,71.3,0.00202822,132.304,"addition"
1600,3.3,0.1016,71.3,0.00202822,133.664,"addition"
2000,3.3,0.1016,71.3,0.00202822,134.034,"addition"
2500,3.3,0.1016,71.3,0.00202822,133.894,"addition"
3150,3.3,0.1016,71.3,0.00202822,132.114,"addition"
4000,3.3,0.1016,71.3,0.00202822,128.704,"addition"
5000,3.3,0.1016,71.3,0.00202822,127.054,"addition"
6300,3.3,0.1016,71.3,0.00202822,124.904,"addition"
8000,3.3,0.1016,71.3,0.00202822,121.234,"addition"
10000,3.3,0.1016,71.3,0.00202822,116.694,"addition"
630,3.3,0.1016,55.5,0.002211,126.599,"addition"
800,3.3,0.1016,55.5,0.002211,129.119,"addition"
1000,3.3,0.1016,55.5,0.002211,131.129,"addition"
1250,3.3,0.1016,55.5,0.002211,132.769,"addition"
1600,3.3,0.1016,55.5,0.002211,133.649,"addition"
2000,3.3,0.1016,55.5,0.002211,133.649,"addition"
2500,3.3,0.1016,55.5,0.002211,132.889,"addition"
3150,3.3,0.1016,55.5,0.002211,130.629,"addition"
4000,3.3,0.1016,55.5,0.002211,127.229,"addition"
5000,3.3,0.1016,55.5,0.002211,124.839,"addition"
6300,3.3,0.1016,55.5,0.002211,123.839,"addition"
8000,3.3,0.1016,55.5,0.002211,120.569,"addition"
10000,3.3,0.1016,55.5,0.002211,115.659,"addition"
630,3.3,0.1016,39.6,0.00245138,127.251,"addition"
800,3.3,0.1016,39.6,0.00245138,129.991,"addition"
1000,3.3,0.1016,39.6,0.00245138,131.971,"addition"
1250,3.3,0.1016,39.6,0.00245138,133.211,"addition"
1600,3.3,0.1016,39.6,0.00245138,133.071,"addition"
2000,3.3,0.1016,39.6,0.00245138,132.301,"addition"
2500,3.3,0.1016,39.6,0.00245138,130.791,"addition"
3150,3.3,0.1016,39.6,0.00245138,128.401,"addition"
4000,3.3,0.1016,39.6,0.00245138,124.881,"addition"
5000,3.3,0.1016,39.6,0.00245138,122.371,"addition"
6300,3.3,0.1016,39.6,0.00245138,120.851,"addition"
8000,3.3,0.1016,39.6,0.00245138,118.091,"addition"
10000,3.3,0.1016,39.6,0.00245138,115.321,"addition"
630,3.3,0.1016,31.7,0.00251435,128.952,"addition"
800,3.3,0.1016,31.7,0.00251435,131.362,"addition"
1000,3.3,0.1016,31.7,0.00251435,133.012,"addition"
1250,3.3,0.1016,31.7,0.00251435,134.022,"addition"
1600,3.3,0.1016,31.7,0.00251435,133.402,"addition"
2000,3.3,0.1016,31.7,0.00251435,131.642,"addition"
2500,3.3,0.1016,31.7,0.00251435,130.392,"addition"
3150,3.3,0.1016,31.7,0.00251435,128.252,"addition"
4000,3.3,0.1016,31.7,0.00251435,124.852,"addition"
5000,3.3,0.1016,31.7,0.00251435,122.082,"addition"
6300,3.3,0.1016,31.7,0.00251435,120.702,"addition"
8000,3.3,0.1016,31.7,0.00251435,117.432,"addition"
630,6.7,0.1016,71.3,0.00478288,131.448,"addition"
800,6.7,0.1016,71.3,0.00478288,134.478,"addition"
1000,6.7,0.1016,71.3,0.00478288,136.758,"addition"
1250,6.7,0.1016,71.3,0.00478288,137.658,"addition"
1600,6.7,0.1016,71.3,0.00478288,136.678,"addition"
2000,6.7,0.1016,71.3,0.00478288,134.568,"addition"
2500,6.7,0.1016,71.3,0.00478288,131.458,"addition"
3150,6.7,0.1016,71.3,0.00478288,124.458,"addition"
500,6.7,0.1016,55.5,0.0052139,129.343,"addition"
630,6.7,0.1016,55.5,0.0052139,133.023,"addition"
800,6.7,0.1016,55.5,0.0052139,135.953,"addition"
1000,6.7,0.1016,55.5,0.0052139,137.233,"addition"
1250,6.7,0.1016,55.5,0.0052139,136.883,"addition"
1600,6.7,0.1016,55.5,0.0052139,133.653,"addition"
2000,6.7,0.1016,55.5,0.0052139,129.653,"addition"
2500,6.7,0.1016,55.5,0.0052139,124.273,"addition"
400,6.7,0.1016,39.6,0.00578076,128.295,"addition"
500,6.7,0.1016,39.6,0.00578076,130.955,"addition"
630,6.7,0.1016,39.6,0.00578076,133.355,"addition"
800,6.7,0.1016,39.6,0.00578076,134.625,"addition"
1000,6.7,0.1016,39.6,0.00578076,134.515,"addition"
1250,6.7,0.1016,39.6,0.00578076,132.395,"addition"
1600,6.7,0.1016,39.6,0.00578076,127.375,"addition"
2000,6.7,0.1016,39.6,0.00578076,122.235,"addition"
315,6.7,0.1016,31.7,0.00592927,126.266,"addition"
400,6.7,0.1016,31.7,0.00592927,128.296,"addition"
500,6.7,0.1016,31.7,0.00592927,130.206,"addition"
630,6.7,0.1016,31.7,0.00592927,132.116,"addition"
800,6.7,0.1016,31.7,0.00592927,132.886,"addition"
1000,6.7,0.1016,31.7,0.00592927,131.636,"addition"
1250,6.7,0.1016,31.7,0.00592927,129.256,"addition"
1600,6.7,0.1016,31.7,0.00592927,124.346,"addition"
2000,6.7,0.1016,31.7,0.00592927,120.446,"addition"
200,8.9,0.1016,71.3,0.0103088,133.503,"addition"
250,8.9,0.1016,71.3,0.0103088,134.533,"addition"
315,8.9,0.1016,71.3,0.0103088,136.583,"addition"
400,8.9,0.1016,71.3,0.0103088,138.123,"addition"
500,8.9,0.1016,71.3,0.0103088,138.523,"addition"
630,8.9,0.1016,71.3,0.0103088,138.423,"addition"
800,8.9,0.1016,71.3,0.0103088,137.813,"addition"
1000,8.9,0.1016,71.3,0.0103088,135.433,"addition"
1250,8.9,0.1016,71.3,0.0103088,132.793,"addition"
1600,8.9,0.1016,71.3,0.0103088,128.763,"addition"
2000,8.9,0.1016,71.3,0.0103088,124.233,"addition"
2500,8.9,0.1016,71.3,0.0103088,123.623,"addition"
3150,8.9,0.1016,71.3,0.0103088,123.263,"addition"
4000,8.9,0.1016,71.3,0.0103088,120.243,"addition"
5000,8.9,0.1016,71.3,0.0103088,116.723,"addition"
6300,8.9,0.1016,71.3,0.0103088,117.253,"addition"
200,8.9,0.1016,39.6,0.0124596,133.420,"addition"
250,8.9,0.1016,39.6,0.0124596,134.340,"addition"
315,8.9,0.1016,39.6,0.0124596,135.380,"addition"
